Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Genomic Location (Transcript)	Genomic Sequence ID	Chromosome
LmjF.27.1750	LmjF.27.1750:mRNA	Leishmania major strain Friedlin	LmjF.27:720,668..734,032(-)	Cytoplasmic dynein 2 heavy chain (DYNC2H1), putative	LmjF.27:720668..734032(-)	LmjF.27	27
LmjF.28.1360	LmjF.28.1360:mRNA	Leishmania major strain Friedlin	LmjF.28:505,190..506,059(+)	haloacid dehalogenase-like hydrolase-like protein	LmjF.28:505190..506059(+)	LmjF.28	28
LmjF.34.4160	LmjF.34.4160:mRNA	Leishmania major strain Friedlin	LmjF.34:1,762,564..1,775,289(+)	Cytoplasmic dynein 2 heavy chain (DYNC2H1), putative	LmjF.34:1762564..1775289(+)	LmjF.34	34
LmxM.08_29.2000	LmxM.08_29.2000.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:321,738..323,849(+)	hypothetical protein, conserved	LmxM.08:321738..323849(+)	LmxM.08	8
LmxM.26.1050	LmxM.26.1050.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.26:314,015..314,542(+)	2Fe-2S iron-sulfur cluster binding domain containing protein, putative	LmxM.26:314015..314542(+)	LmxM.26	26
LmxM.27.1750	LmxM.27.1750.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.27:695,619..709,031(-)	dynein heavy chain, putative	LmxM.27:695619..709031(-)	LmxM.27	27
LmxM.32.0140	LmxM.32.0140.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.32:31,493..32,719(-)	Ankyrin repeats (3 copies), putative	LmxM.32:31493..32719(-)	LmxM.32	32
LmjF.26.0500	LmjF.26.0500:mRNA	Leishmania major strain Friedlin	LmjF.26:136,532..137,968(-)	hypothetical protein, conserved	LmjF.26:136532..137968(-)	LmjF.26	26
LmjF.30.2360	LmjF.30.2360:mRNA	Leishmania major strain Friedlin	LmjF.30:910,681..912,321(-)	zinc-finger protein, conserved	LmjF.30:910681..912321(-)	LmjF.30	30
LmjF.36.5060	LmjF.36.5060:mRNA	Leishmania major strain Friedlin	LmjF.36:1,956,714..1,958,036(-)	Nin one binding (NOB1) Zn-ribbon like, putative	LmjF.36:1956714..1958036(-)	LmjF.36	36
LmxM.29.2360	LmxM.29.2360.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.29:862,399..864,036(-)	zinc-finger protein, conserved	LmxM.29:862399..864036(-)	LmxM.29	29
LmjF.36.2070	LmjF.36.2070:mRNA	Leishmania major strain Friedlin	LmjF.36:820,688..821,680(+)	TPR repeat/Tetratricopeptide repeat, putative	LmjF.36:820688..821680(+)	LmjF.36	36
LmjF.17.1130	LmjF.17.1130:mRNA	Leishmania major strain Friedlin	LmjF.17:548,298..551,846(+)	NOL1/NOP2/sun family, putative	LmjF.17:548298..551846(+)	LmjF.17	17
LmjF.18.0510	LmjF.18.0510:mRNA	Leishmania major strain Friedlin	LmjF.18:209,236..211,926(-)	aconitase, putative	LmjF.18:209236..211926(-)	LmjF.18	18
LmjF.33.1680	LmjF.33.1680:mRNA	Leishmania major strain Friedlin	LmjF.33:777,262..779,649(+)	thiamine biosynthesis-like protein	LmjF.33:777262..779649(+)	LmjF.33	33
LmxM.17.1130	LmxM.17.1130.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.17:530,256..533,762(+)	NOL1/NOP2/sun family, putative	LmxM.17:530256..533762(+)	LmxM.17	17
LmxM.18.0510	LmxM.18.0510.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.18:195,250..197,940(-)	aconitase, putative	LmxM.18:195250..197940(-)	LmxM.18	18
LmxM.18.1110	LmxM.18.1110.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.18:452,139..454,688(+)	Multisite-specific tRNA:(cytosine-C(5))-methyltransferase, putative	LmxM.18:452139..454688(+)	LmxM.18	18
LmxM.29.3010	LmxM.29.3010.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.29:1,064,171..1,066,714(-)	TPR repeat/Tetratricopeptide repeat, putative	LmxM.29:1064171..1066714(-)	LmxM.29	29
LmxM.31.3010	LmxM.31.3010.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.31:1,174,330..1,176,972(+)	leucine-rich repeat protein, putative	LmxM.31:1174330..1176972(+)	LmxM.31	31
LmjF.10.0780	LmjF.10.0780:mRNA	Leishmania major strain Friedlin	LmjF.10:373,377..374,636(-)	WD domain, G-beta repeat, putative	LmjF.10:373377..374636(-)	LmjF.10	10
LmjF.18.1100	LmjF.18.1100:mRNA	Leishmania major strain Friedlin	LmjF.18:464,717..465,652(+)	Ankyrin repeats (3 copies), putative	LmjF.18:464717..465652(+)	LmjF.18	18
LmjF.29.0800	LmjF.29.0800:mRNA	Leishmania major strain Friedlin	LmjF.29:293,692..295,644(-)	Nucleoporin NUP53b	LmjF.29:293692..295644(-)	LmjF.29	29
LmxM.10.0780	LmxM.10.0780.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.10:330,837..332,096(-)	WD domain, G-beta repeat, putative	LmxM.10:330837..332096(-)	LmxM.10	10
LmjF.34.0300	LmjF.34.0300:mRNA	Leishmania major strain Friedlin	LmjF.34:107,602..109,875(+)	hypothetical protein, conserved	LmjF.34:107602..109875(+)	LmjF.34	34
LmxM.29.3320	LmxM.29.3320.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.29:1,183,883..1,184,959(+)	hypothetical protein, conserved	LmxM.29:1183883..1184959(+)	LmxM.29	29
LmxM.33.0300	LmxM.33.0300.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.33:105,020..107,302(+)	hypothetical protein, conserved	LmxM.33:105020..107302(+)	LmxM.33	33
LmxM.34.2760	LmxM.34.2760.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.34:1,032,919..1,034,781(-)	hypothetical protein, conserved	LmxM.34:1032919..1034781(-)	LmxM.34	34
LmxM.29.3060	LmxM.29.3060.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.29:1,089,293..1,092,865(-)	kinesin, putative	LmxM.29:1089293..1092865(-)	LmxM.29	29
LmjF.12.1110	LmjF.12.1110:mRNA	Leishmania major strain Friedlin	LmjF.12:560,415..562,364(+)	DnaJ domain containing protein, putative	LmjF.12:560415..562364(+)	LmjF.12	12
LmjF.07.0120	LmjF.07.0120:mRNA	Leishmania major strain Friedlin	LmjF.07:43,014..49,598(+)	Sec7 domain containing protein, putative	LmjF.07:43014..49598(+)	LmjF.07	7
LmjF.10.1230	LmjF.10.1230:mRNA	Leishmania major strain Friedlin	LmjF.10:535,179..536,165(+)	Protein of unknown function (DUF1861), putative	LmjF.10:535179..536165(+)	LmjF.10	10
LmjF.10.1240	LmjF.10.1240:mRNA	Leishmania major strain Friedlin	LmjF.10:537,861..538,826(+)	Protein of unknown function (DUF1861), putative	LmjF.10:537861..538826(+)	LmjF.10	10
LmjF.10.1250	LmjF.10.1250:mRNA	Leishmania major strain Friedlin	LmjF.10:540,628..541,584(+)	Protein of unknown function (DUF1861), putative	LmjF.10:540628..541584(+)	LmjF.10	10
LmjF.10.1260	LmjF.10.1260:mRNA	Leishmania major strain Friedlin	LmjF.10:545,949..546,896(+)	Beta-1,2 mannoside phosphorylase, putative	LmjF.10:545949..546896(+)	LmjF.10	10
LmjF.10.1270	LmjF.10.1270:mRNA	Leishmania major strain Friedlin	LmjF.10:548,109..549,050(+)	Protein of unknown function (DUF1861), putative	LmjF.10:548109..549050(+)	LmjF.10	10
LmjF.10.1280	LmjF.10.1280:mRNA	Leishmania major strain Friedlin	LmjF.10:550,067..551,017(+)	Protein of unknown function (DUF1861), putative	LmjF.10:550067..551017(+)	LmjF.10	10
LmjF.10.1290	LmjF.10.1290:mRNA	Leishmania major strain Friedlin	LmjF.10:553,368..554,303(+)	Protein of unknown function (DUF1861), putative	LmjF.10:553368..554303(+)	LmjF.10	10
LmjF.33.1340	LmjF.33.1340:mRNA	Leishmania major strain Friedlin	LmjF.33:604,497..605,324(+)	QA-SNARE protein putative	LmjF.33:604497..605324(+)	LmjF.33	33
LmxM.10.1230	LmxM.10.1230.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.10:482,658..483,644(+)	Beta-1,2 mannosyltransferase	LmxM.10:482658..483644(+)	LmxM.10	10
LmxM.10.1240	LmxM.10.1240.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.10:485,351..486,316(+)	Beta-1,2 mannosyltransferase	LmxM.10:485351..486316(+)	LmxM.10	10
LmxM.10.1250	LmxM.10.1250.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.10:488,105..489,061(+)	Beta-1,2 mannoside phosphorylase	LmxM.10:488105..489061(+)	LmxM.10	10
LmxM.10.1260	LmxM.10.1260.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.10:493,357..494,304(+)	Beta-1,2 mannoside phosphorylase	LmxM.10:493357..494304(+)	LmxM.10	10
LmxM.10.1270	LmxM.10.1270.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.10:495,514..496,455(+)	Mannosyltransferase/ phosphorylase family protein, putative	LmxM.10:495514..496455(+)	LmxM.10	10
LmxM.10.1280	LmxM.10.1280.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.10:497,472..498,422(+)	Beta-1,2 mannoside phosphorylase	LmxM.10:497472..498422(+)	LmxM.10	10
LmxM.10.1290	LmxM.10.1290.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.10:500,759..501,694(+)	Beta-1,2 mannoside phosphorylase	LmxM.10:500759..501694(+)	LmxM.10	10
LmxM.28.1370	LmxM.28.1370.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.28:498,619..499,473(+)	haloacid dehalogenase-like hydrolase, putative	LmxM.28:498619..499473(+)	LmxM.28	28
LmxM.34.4000	LmxM.34.4000.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.34:1,492,803..1,496,834(+)	HECT E3 ligase, putative	LmxM.34:1492803..1496834(+)	LmxM.34	34
LmxM.31.0840	LmxM.31.0840.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.31:306,203..307,762(+)	hypothetical protein, conserved	LmxM.31:306203..307762(+)	LmxM.31	31
LmjF.02.0040	LmjF.02.0040:mRNA	Leishmania major strain Friedlin	LmjF.02:11,678..13,537(-)	Xaa-Pro aminopeptidase, putative	LmjF.02:11678..13537(-)	LmjF.02	2
LmjF.05.0900	LmjF.05.0900:mRNA	Leishmania major strain Friedlin	LmjF.05:332,312..333,172(+)	surface antigen-like protein	LmjF.05:332312..333172(+)	LmjF.05	5
LmjF.24.0040	LmjF.24.0040:mRNA	Leishmania major strain Friedlin	LmjF.24:9,459..9,959(+)	60S ribosomal protein L17, putative	LmjF.24:9459..9959(+)	LmjF.24	24
LmjF.28.2070	LmjF.28.2070:mRNA	Leishmania major strain Friedlin	LmjF.28:811,782..812,942(-)	tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family, putative	LmjF.28:811782..812942(-)	LmjF.28	28
LmjF.29.1070	LmjF.29.1070:mRNA	Leishmania major strain Friedlin	LmjF.29:420,463..421,584(+)	ribosomal protein L1a, putative	LmjF.29:420463..421584(+)	LmjF.29	29
LmjF.29.1090	LmjF.29.1090:mRNA	Leishmania major strain Friedlin	LmjF.29:425,228..426,349(+)	ribosomal protein L1a, putative	LmjF.29:425228..426349(+)	LmjF.29	29
LmjF.32.0430	LmjF.32.0430:mRNA	Leishmania major strain Friedlin	LmjF.32:164,728..165,228(-)	60S ribosomal protein L17, putative	LmjF.32:164728..165228(-)	LmjF.32	32
LmxM.08_29.1070	LmxM.08_29.1070.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:737,367..738,488(-)	ribosomal protein L1a, putative	LmxM.08:737367..738488(-)	LmxM.08	8
LmxM.08_29.1090	LmxM.08_29.1090.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:735,025..736,329(-)	ribosomal protein L1a, putative	LmxM.08:735025..736329(-)	LmxM.08	8
LmxM.24.0040	LmxM.24.0040.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.24:7,920..8,420(+)	60S ribosomal protein L17, putative	LmxM.24:7920..8420(+)	LmxM.24	24
LmxM.25.0980	LmxM.25.0980.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.25:356,453..370,561(+)	dynein heavy chain, putative	LmxM.25:356453..370561(+)	LmxM.25	25
LmxM.28.2070	LmxM.28.2070.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.28:801,119..802,267(-)	tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family, putative	LmxM.28:801119..802267(-)	LmxM.28	28
LmxM.31.0430	LmxM.31.0430.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.31:163,826..164,326(-)	60S ribosomal protein L17, putative	LmxM.31:163826..164326(-)	LmxM.31	31
LmxM.36.2590	LmxM.36.2590.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.20:1,032,758..1,034,473(-)	membrane-bound acid phosphatase 2, putative	LmxM.20:1032758..1034473(-)	LmxM.20	20
LmjF.26.0750	LmjF.26.0750:mRNA	Leishmania major strain Friedlin	LmjF.26:219,323..224,587(-)	Regulator of chromosome condensation (RCC1) repeat, putative	LmjF.26:219323..224587(-)	LmjF.26	26
LmjF.12.0870	LmjF.12.0870:mRNA	Leishmania major strain Friedlin	LmjF.12:407,249..408,892(+)	surface antigen protein 2, putative	LmjF.12:407249..408892(+)	LmjF.12	12
LmjF.12.0890	LmjF.12.0890:mRNA	Leishmania major strain Friedlin	LmjF.12:414,606..415,793(+)	promastigote surface antigen 38S	LmjF.12:414606..415793(+)	LmjF.12	12
LmjF.12.1060	LmjF.12.1060:mRNA	Leishmania major strain Friedlin	LmjF.12:455,108..456,790(+)	surface antigen protein, putative	LmjF.12:455108..456790(+)	LmjF.12	12
LmjF.12.1090	LmjF.12.1090:mRNA	Leishmania major strain Friedlin	LmjF.12:547,351..548,880(+)	surface antigen protein, putative	LmjF.12:547351..548880(+)	LmjF.12	12
LmjF.29.0070	LmjF.29.0070:mRNA	Leishmania major strain Friedlin	LmjF.29:18,767..19,531(-)	QA-SNARE protein putative	LmjF.29:18767..19531(-)	LmjF.29	29
LmjF.35.1170	LmjF.35.1170:mRNA	Leishmania major strain Friedlin	LmjF.35:533,382..535,205(+)	rhodanese-like domain containing protein, putative	LmjF.35:533382..535205(+)	LmjF.35	35
LmxM.08_29.0070	LmxM.08_29.0070.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,138,230..1,138,994(+)	syntaxin, putative	LmxM.08:1138230..1138994(+)	LmxM.08	8
LmxM.12.0890	LmxM.12.0890.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.12:366,685..367,701(+)	surface antigen protein 2, putative	LmxM.12:366685..367701(+)	LmxM.12	12
LmxM.34.1170	LmxM.34.1170.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.34:449,826..451,640(+)	rhodanese-like domain containing protein, putative	LmxM.34:449826..451640(+)	LmxM.34	34
LmjF.09.0230	LmjF.09.0230:mRNA	Leishmania major strain Friedlin	LmjF.09:95,577..97,091(+)	ATP-dependent protease ATPase subunit HslU2	LmjF.09:95577..97091(+)	LmjF.09	9
LmxM.09.0230	LmxM.09.0230.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.09:78,474..79,985(+)	ATP-dependent protease ATPase subunit HslU2	LmxM.09:78474..79985(+)	LmxM.09	9
LmjF.22.1140	LmjF.22.1140:mRNA	Leishmania major strain Friedlin	LmjF.22:481,840..483,141(+)	adaptor complex AP-1 medium subunit, putative	LmjF.22:481840..483141(+)	LmjF.22	22
LmjF.36.3040	LmjF.36.3040:mRNA	Leishmania major strain Friedlin	LmjF.36:1,232,362..1,232,718(-)	pre-mRNA branch site protein p14, putative	LmjF.36:1232362..1232718(-)	LmjF.36	36
LmxM.22.1140	LmxM.22.1140.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.22:464,525..465,826(+)	adaptor complex AP-1 medium subunit, putative	LmxM.22:464525..465826(+)	LmxM.22	22
LmxM.36.3040	LmxM.36.3040.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.20:1,213,897..1,214,253(-)	pre-mRNA branch site protein p14, putative	LmxM.20:1213897..1214253(-)	LmxM.20	20
LmjF.07.1020	LmjF.07.1020:mRNA	Leishmania major strain Friedlin	LmjF.07:525,632..529,669(+)	DNA repair and recombination helicase protein PIF7, putative	LmjF.07:525632..529669(+)	LmjF.07	7
LmjF.11.0110	LmjF.11.0110:mRNA	Leishmania major strain Friedlin	LmjF.11:28,692..29,885(+)	cdc2-related kinase 8, putative	LmjF.11:28692..29885(+)	LmjF.11	11
LmjF.12.0130	LmjF.12.0130:mRNA	Leishmania major strain Friedlin	LmjF.12:37,431..39,182(+)	Cell division protein kinase, putative	LmjF.12:37431..39182(+)	LmjF.12	12
LmjF.27.0300	LmjF.27.0300:mRNA	Leishmania major strain Friedlin	LmjF.27:74,546..76,717(+)	methylmalonyl-coenzyme a mutase, putative	LmjF.27:74546..76717(+)	LmjF.27	27
LmjF.27.0560	LmjF.27.0560:mRNA	Leishmania major strain Friedlin	LmjF.27:223,417..224,400(+)	cdc2-related kinase 6, putative	LmjF.27:223417..224400(+)	LmjF.27	27
LmjF.28.2530	LmjF.28.2530:mRNA	Leishmania major strain Friedlin	LmjF.28:978,560..981,856(+)	DNA repair and recombination helicase protein PIF3, putative	LmjF.28:978560..981856(+)	LmjF.28	28
LmjF.29.0010	LmjF.29.0010:mRNA	Leishmania major strain Friedlin	LmjF.29:1,033..1,923(-)	3,2-trans-enoyl-CoA isomerase, mitochondrial precursor-like protein	LmjF.29:1033..1923(-)	LmjF.29	29
LmjF.34.2590	LmjF.34.2590:mRNA	Leishmania major strain Friedlin	LmjF.34:1,193,675..1,195,081(+)	AP-3 complex subunit mu, putative	LmjF.34:1193675..1195081(+)	LmjF.34	34
LmjF.34.3970	LmjF.34.3970:mRNA	Leishmania major strain Friedlin	LmjF.34:1,707,929..1,710,367(+)	AP-1 adapter complex gamma subunit, putative	LmjF.34:1707929..1710367(+)	LmjF.34	34
LmxM.07.1020	LmxM.07.1020.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:502,804..506,460(+)	PIF1 helicase-like protein, putative	LmxM.07:502804..506460(+)	LmxM.07	7
LmxM.09.0720	LmxM.09.0720.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.09:259,147..260,178(-)	cleavage and polyadenylation specificity factor 30 kDa subunit, putative	LmxM.09:259147..260178(-)	LmxM.09	9
LmxM.27.0300	LmxM.27.0300.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.27:73,865..76,036(+)	methylmalonyl-coenzyme a mutase, putative	LmxM.27:73865..76036(+)	LmxM.27	27
LmxM.27.0560	LmxM.27.0560.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.27:214,674..215,657(+)	cdc2-related kinase 6, putative	LmxM.27:214674..215657(+)	LmxM.27	27
LmxM.28.2530	LmxM.28.2530.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.28:969,320..972,127(+)	PIF1 helicase-like protein, putative	LmxM.28:969320..972127(+)	LmxM.28	28
LmxM.31.1590	LmxM.31.1590.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.31:613,138..615,951(-)	helicase-like protein	LmxM.31:613138..615951(-)	LmxM.31	31
LmxM.33.2590	LmxM.33.2590.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.33:993,165..994,571(+)	AP-3 complex subunit mu, putative	LmxM.33:993165..994571(+)	LmxM.33	33
LmxM.33.3970	LmxM.33.3970.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.33:1,514,030..1,516,525(+)	AP-1 adapter complex gamma subunit, putative	LmxM.33:1514030..1516525(+)	LmxM.33	33
LmxM.34.5010	LmxM.34.5010.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.34:1,835,310..1,836,488(+)	mitogen-activated protein kinase	LmxM.34:1835310..1836488(+)	LmxM.34	34
LmjF.19.0800	LmjF.19.0800:mRNA	Leishmania major strain Friedlin	LmjF.19:336,892..338,730(+)	ABC transport system ATP-binding protein, putative	LmjF.19:336892..338730(+)	LmjF.19	19
LmjF.20.0640	LmjF.20.0640:mRNA	Leishmania major strain Friedlin	LmjF.20:229,482..233,033(+)	kinesin heavy chain, putative	LmjF.20:229482..233033(+)	LmjF.20	20
LmxM.08_29.2540	LmxM.08_29.2540.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:102,929..104,833(-)	NOL1/NOP2/sun family, putative	LmxM.08:102929..104833(-)	LmxM.08	8
LmjF.32.1060	LmjF.32.1060:mRNA	Leishmania major strain Friedlin	LmjF.32:418,504..420,309(+)	Dynein intermediate chain, axonemal	LmjF.32:418504..420309(+)	LmjF.32	32
LmxM.26.0270	LmxM.26.0270.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.26:64,939..66,432(-)	GTP-binding protein-like protein	LmxM.26:64939..66432(-)	LmxM.26	26
LmxM.31.1060	LmxM.31.1060.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.31:411,976..413,781(+)	Dynein intermediate chain, axonemal	LmxM.31:411976..413781(+)	LmxM.31	31
LmjF.08.0240	LmjF.08.0240:mRNA	Leishmania major strain Friedlin	LmjF.08:89,260..90,048(+)	hypothetical protein, conserved	LmjF.08:89260..90048(+)	LmjF.08	8
LmjF.18.0220	LmjF.18.0220:mRNA	Leishmania major strain Friedlin	LmjF.18:104,850..106,079(-)	RNA-binding protein 29, putative	LmjF.18:104850..106079(-)	LmjF.18	18
LmjF.28.1760	LmjF.28.1760:mRNA	Leishmania major strain Friedlin	LmjF.28:675,312..681,236(-)	Serine/threonine-protein kinase VPS15, putative	LmjF.28:675312..681236(-)	LmjF.28	28
LmxM.08.0240	LmxM.08.0240.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,245,683..1,246,471(+)	hypothetical protein, conserved	LmxM.08:1245683..1246471(+)	LmxM.08	8
LmxM.18.0220	LmxM.18.0220.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.18:103,148..104,374(-)	RNA-binding protein 29, putative	LmxM.18:103148..104374(-)	LmxM.18	18
LmjF.15.0500	LmjF.15.0500:mRNA	Leishmania major strain Friedlin	LmjF.15:206,811..209,816(+)	metalloprotease, putative	LmjF.15:206811..209816(+)	LmjF.15	15
LmjF.31.0020	LmjF.31.0020:mRNA	Leishmania major strain Friedlin	LmjF.31:7,704..8,648(-)	Aquaglyceroporin 1	LmjF.31:7704..8648(-)	LmjF.31	31
LmjF.31.2500	LmjF.31.2500:mRNA	Leishmania major strain Friedlin	LmjF.31:1,227,857..1,228,282(-)	ferredoxin, 2fe-2s-like protein	LmjF.31:1227857..1228282(-)	LmjF.31	31
LmjF.32.2430	LmjF.32.2430:mRNA	Leishmania major strain Friedlin	LmjF.32:954,521..955,765(-)	NOL1/NOP2/sun family, putative	LmjF.32:954521..955765(-)	LmjF.32	32
LmjF.36.3910	LmjF.36.3910:mRNA	Leishmania major strain Friedlin	LmjF.36:1,490,398..1,491,711(+)	S-adenosylhomocysteine hydrolase	LmjF.36:1490398..1491711(+)	LmjF.36	36
LmxM.07.0802	LmxM.07.0802.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:362,730..363,791(+)	hypothetical protein, conserved	LmxM.07:362730..363791(+)	LmxM.07	7
LmxM.30.0020	LmxM.30.0020.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.30:6,304..7,248(-)	Aquaglyceroporin 1	LmxM.30:6304..7248(-)	LmxM.30	30
LmxM.36.3910	LmxM.36.3910.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.20:1,467,337..1,468,650(+)	S-adenosylhomocysteine hydrolase	LmxM.20:1467337..1468650(+)	LmxM.20	20
LmjF.05.1170	LmjF.05.1170:mRNA	Leishmania major strain Friedlin	LmjF.05:425,656..426,405(-)	fatty acid elongase, putative	LmjF.05:425656..426405(-)	LmjF.05	5
LmjF.14.0680	LmjF.14.0680:mRNA	Leishmania major strain Friedlin	LmjF.14:250,240..251,139(-)	fatty acid elongase, putative	LmjF.14:250240..251139(-)	LmjF.14	14
LmjF.14.0705	LmjF.14.0705:mRNA	Leishmania major strain Friedlin	LmjF.14:266,794..267,765(-)	fatty acid elongase, putative	LmjF.14:266794..267765(-)	LmjF.14	14
LmjF.14.0740	LmjF.14.0740:mRNA	Leishmania major strain Friedlin	LmjF.14:286,543..287,448(-)	fatty acid elongase, putative	LmjF.14:286543..287448(-)	LmjF.14	14
LmjF.32.0840	LmjF.32.0840:mRNA	Leishmania major strain Friedlin	LmjF.32:311,453..313,030(+)	hypothetical protein, conserved	LmjF.32:311453..313030(+)	LmjF.32	32
LmjF.32.1160	LmjF.32.1160:mRNA	Leishmania major strain Friedlin	LmjF.32:457,284..458,429(+)	long chain polyunsaturated fatty acid elongation enzyme-like protein	LmjF.32:457284..458429(+)	LmjF.32	32
LmjF.36.5460	LmjF.36.5460:mRNA	Leishmania major strain Friedlin	LmjF.36:2,104,413..2,105,981(-)	L-2-hydroxyglutarate dehydrogenase, mitochondrial, putative	LmjF.36:2104413..2105981(-)	LmjF.36	36
LmxM.05.1170	LmxM.05.1170.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.05:428,287..429,036(-)	elongation of very long chain fatty acids protein, putative	LmxM.05:428287..429036(-)	LmxM.05	5
LmxM.09.0365	LmxM.09.0365.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.09:131,407..132,039(+)	Ankyrin repeats (3 copies), putative	LmxM.09:131407..132039(+)	LmxM.09	9
LmxM.14.0670	LmxM.14.0670.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.14:237,248..238,132(-)	fatty acid elongase, putative	LmxM.14:237248..238132(-)	LmxM.14	14
LmxM.14.0680	LmxM.14.0680.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.14:244,058..244,957(-)	fatty acid elongase, putative	LmxM.14:244058..244957(-)	LmxM.14	14
LmxM.14.0685	LmxM.14.0685.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.14:246,871..247,770(-)	fatty acid elongase, putative	LmxM.14:246871..247770(-)	LmxM.14	14
LmxM.14.0690	LmxM.14.0690.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.14:249,152..250,159(-)	fatty acid elongase, putative	LmxM.14:249152..250159(-)	LmxM.14	14
LmxM.14.0705	LmxM.14.0705.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.14:259,802..260,773(-)	fatty acid elongase, putative	LmxM.14:259802..260773(-)	LmxM.14	14
LmxM.14.0740	LmxM.14.0740.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.14:271,868..272,773(-)	fatty acid elongase, putative	LmxM.14:271868..272773(-)	LmxM.14	14
